cell,instrument,tenor_family,auction_date,cusip,security_term,original_security_term,remaining_term_days,reopening,announcemt_date,issue_date,offering_amt,t0_is_trading_day,valid_window,exclusion_reason,pre_open,pre_close,post_open,post_close,t0_index,iso_year,iso_week,calendar_month,qra_in_window,qra_signed,ann_in_window,ann_signed,ovl_2Year,ovl_3Year,ovl_5Year,ovl_7Year,ovl_10Year,ovl_20Year,ovl_30Year,ovl_TIPS,ovl_FRN
SECONDARY,IEF,10-Year,2022-02-09,91282CDY4,10-Year,10-Year,3658,No,2022-02-02,2022-02-15,37000000000,YES,YES,,2022-02-01,2022-02-08,2022-02-09,2022-02-16,4918,2022,6,2022-02,YES,-1,YES,-1,0,1,0,0,0,1,1,0,0
SECONDARY,IEF,10-Year,2022-03-09,91282CDY4,9-Year 11-Month,10-Year,3630,Yes,2022-03-03,2022-03-15,34000000000,YES,YES,,2022-03-01,2022-03-08,2022-03-09,2022-03-16,4937,2022,10,2022-03,NO,0,YES,-1,0,1,0,0,0,0,1,0,0
SECONDARY,IEF,10-Year,2022-04-12,91282CDY4,9-Year 10-Month,10-Year,3596,Yes,2022-04-07,2022-04-18,34000000000,YES,YES,,2022-04-04,2022-04-11,2022-04-12,2022-04-20,4961,2022,15,2022-04,NO,0,YES,-1,0,1,0,0,0,1,1,0,0
SECONDARY,IEF,10-Year,2022-05-11,91282CEP2,10-Year,10-Year,3657,No,2022-05-04,2022-05-16,36000000000,YES,YES,,2022-05-03,2022-05-10,2022-05-11,2022-05-18,4981,2022,19,2022-05,YES,-1,YES,-1,0,1,0,0,0,1,1,0,0
SECONDARY,IEF,10-Year,2022-06-08,91282CEP2,9-Year 11-Month,10-Year,3629,Yes,2022-06-02,2022-06-15,33000000000,YES,YES,,2022-05-31,2022-06-07,2022-06-08,2022-06-15,5000,2022,23,2022-06,NO,0,YES,-1,0,1,0,0,0,0,1,0,0
SECONDARY,IEF,10-Year,2022-07-12,91282CEP2,9-Year 10-Month,10-Year,3595,Yes,2022-07-07,2022-07-15,33000000000,YES,YES,,2022-07-01,2022-07-11,2022-07-12,2022-07-19,5022,2022,28,2022-07,NO,0,YES,-1,0,1,0,0,0,0,1,0,1
SECONDARY,IEF,10-Year,2022-08-10,91282CFF3,10-Year,10-Year,3658,No,2022-08-03,2022-08-15,35000000000,YES,YES,,2022-08-02,2022-08-09,2022-08-10,2022-08-17,5043,2022,32,2022-08,YES,-1,YES,-1,0,1,0,0,0,1,1,0,0
SECONDARY,IEF,10-Year,2022-09-12,91282CFF3,9-Year 11-Month,10-Year,3625,Yes,2022-09-08,2022-09-15,32000000000,YES,YES,,2022-09-01,2022-09-09,2022-09-12,2022-09-19,5065,2022,37,2022-09,NO,0,YES,-1,0,0,0,0,0,0,1,0,0
SECONDARY,IEF,10-Year,2022-10-12,91282CFF3,9-Year 10-Month,10-Year,3595,Yes,2022-10-06,2022-10-17,32000000000,YES,YES,,2022-10-04,2022-10-11,2022-10-12,2022-10-19,5087,2022,41,2022-10,NO,0,YES,-1,0,1,0,0,0,1,1,0,0
SECONDARY,IEF,10-Year,2022-11-09,91282CFV8,10-Year,10-Year,3659,No,2022-11-02,2022-11-15,35000000000,YES,YES,,2022-11-01,2022-11-08,2022-11-09,2022-11-16,5107,2022,45,2022-11,YES,-1,YES,-1,0,1,0,0,0,1,1,0,0
SECONDARY,IEF,10-Year,2022-12-12,91282CFV8,9-Year 11-Month,10-Year,3626,Yes,2022-12-08,2022-12-15,32000000000,YES,YES,,2022-12-02,2022-12-09,2022-12-12,2022-12-19,5129,2022,50,2022-12,NO,0,YES,-1,0,0,0,0,0,0,1,0,0
SECONDARY,IEF,10-Year,2023-01-11,91282CFV8,9-Year 10-Month,10-Year,3596,Yes,2023-01-05,2023-01-17,32000000000,YES,YES,,2023-01-03,2023-01-10,2023-01-11,2023-01-19,5149,2023,2,2023-01,NO,0,YES,-1,0,1,0,0,0,1,1,1,0
SECONDARY,IEF,10-Year,2023-02-08,91282CGM7,10-Year,10-Year,3660,No,2023-02-01,2023-02-15,35000000000,YES,YES,,2023-01-31,2023-02-07,2023-02-08,2023-02-15,5168,2023,6,2023-02,YES,-1,YES,-1,0,1,0,0,0,1,1,0,0
SECONDARY,IEF,10-Year,2023-03-08,91282CGM7,9-Year 11-Month,10-Year,3632,Yes,2023-03-02,2023-03-15,32000000000,YES,YES,,2023-02-28,2023-03-07,2023-03-08,2023-03-15,5187,2023,10,2023-03,NO,0,YES,-1,0,1,0,0,0,0,1,0,0
SECONDARY,IEF,10-Year,2023-04-12,91282CGM7,9-Year 10-Month,10-Year,3597,Yes,2023-04-06,2023-04-17,32000000000,YES,YES,,2023-04-03,2023-04-11,2023-04-12,2023-04-19,5211,2023,15,2023-04,NO,0,YES,-1,0,1,0,0,0,1,1,0,0
SECONDARY,IEF,10-Year,2023-05-10,91282CHC8,10-Year,10-Year,3658,No,2023-05-03,2023-05-15,35000000000,YES,YES,,2023-05-02,2023-05-09,2023-05-10,2023-05-17,5231,2023,19,2023-05,YES,-1,YES,-1,0,1,0,0,0,1,1,0,0
SECONDARY,IEF,10-Year,2023-06-12,91282CHC8,9-Year 11-Month,10-Year,3625,Yes,2023-06-08,2023-06-15,32000000000,YES,YES,,2023-06-02,2023-06-09,2023-06-12,2023-06-20,5253,2023,24,2023-06,NO,0,YES,-1,0,0,0,0,0,0,1,0,0
SECONDARY,IEF,10-Year,2023-07-12,91282CHC8,9-Year 10-Month,10-Year,3595,Yes,2023-07-06,2023-07-17,32000000000,YES,YES,,2023-07-03,2023-07-11,2023-07-12,2023-07-19,5273,2023,28,2023-07,NO,0,YES,-1,0,1,0,0,0,1,1,0,0
SECONDARY,IEF,10-Year,2023-08-09,91282CHT1,10-Year,10-Year,3659,No,2023-08-02,2023-08-15,38000000000,YES,YES,,2023-08-01,2023-08-08,2023-08-09,2023-08-16,5293,2023,32,2023-08,YES,-1,YES,-1,0,1,0,0,0,0,1,0,0
SECONDARY,IEF,10-Year,2023-09-12,91282CHT1,9-Year 11-Month,10-Year,3625,Yes,2023-09-07,2023-09-15,35000000000,YES,YES,,2023-09-01,2023-09-11,2023-09-12,2023-09-19,5316,2023,37,2023-09,NO,0,YES,-1,0,1,0,0,0,1,1,0,0
SECONDARY,IEF,10-Year,2023-10-11,91282CHT1,9-Year 10-Month,10-Year,3596,Yes,2023-10-05,2023-10-16,35000000000,YES,YES,,2023-10-03,2023-10-10,2023-10-11,2023-10-18,5337,2023,41,2023-10,NO,0,YES,-1,0,1,0,0,0,1,1,0,0
SECONDARY,IEF,10-Year,2023-11-08,91282CJJ1,10-Year,10-Year,3660,No,2023-11-01,2023-11-15,40000000000,YES,YES,,2023-10-31,2023-11-07,2023-11-08,2023-11-15,5357,2023,45,2023-11,YES,-1,YES,-1,0,1,0,0,0,0,1,0,0
SECONDARY,IEF,10-Year,2023-12-11,91282CJJ1,9-Year 11-Month,10-Year,3627,Yes,2023-12-07,2023-12-15,37000000000,YES,YES,,2023-12-01,2023-12-08,2023-12-11,2023-12-18,5379,2023,50,2023-12,NO,0,YES,-1,0,0,0,0,0,0,1,0,0
SECONDARY,IEF,10-Year,2024-01-10,91282CJJ1,9-Year 10-Month,10-Year,3597,Yes,2024-01-04,2024-01-16,37000000000,YES,YES,,2024-01-02,2024-01-09,2024-01-10,2024-01-18,5399,2024,2,2024-01,NO,0,YES,-1,0,1,0,0,0,1,1,1,0
SECONDARY,IEF,10-Year,2024-02-07,91282CJZ5,10-Year,10-Year,3661,No,2024-01-31,2024-02-15,42000000000,YES,YES,,2024-01-30,2024-02-06,2024-02-07,2024-02-14,5418,2024,6,2024-02,YES,-1,YES,-1,0,1,0,0,0,0,1,0,0
SECONDARY,IEF,10-Year,2024-03-12,91282CJZ5,9-Year 11-Month,10-Year,3627,Yes,2024-03-07,2024-03-15,39000000000,YES,YES,,2024-03-04,2024-03-11,2024-03-12,2024-03-19,5441,2024,11,2024-03,NO,0,YES,-1,0,1,0,0,0,1,1,0,0
SECONDARY,IEF,10-Year,2024-04-10,91282CJZ5,9-Year 10-Month,10-Year,3598,Yes,2024-04-04,2024-04-15,39000000000,YES,YES,,2024-04-02,2024-04-09,2024-04-10,2024-04-17,5461,2024,15,2024-04,NO,0,YES,-1,0,1,0,0,0,1,1,0,0
SECONDARY,IEF,10-Year,2024-05-08,91282CKQ3,10-Year,10-Year,3659,No,2024-05-01,2024-05-15,42000000000,YES,YES,,2024-04-30,2024-05-07,2024-05-08,2024-05-15,5481,2024,19,2024-05,YES,-1,YES,-1,0,1,0,0,0,0,1,0,0
SECONDARY,IEF,10-Year,2024-06-11,91282CKQ3,9-Year 11-Month,10-Year,3625,Yes,2024-06-06,2024-06-17,39000000000,YES,YES,,2024-06-03,2024-06-10,2024-06-11,2024-06-18,5504,2024,24,2024-06,NO,0,YES,-1,0,1,0,0,0,1,1,0,0
SECONDARY,IEF,10-Year,2024-07-10,91282CKQ3,9-Year 10-Month,10-Year,3596,Yes,2024-07-03,2024-07-15,39000000000,YES,YES,,2024-07-01,2024-07-09,2024-07-10,2024-07-17,5523,2024,28,2024-07,NO,0,YES,-1,0,1,0,0,0,1,1,0,0
SECONDARY,IEF,10-Year,2024-08-07,91282CLF6,10-Year,10-Year,3660,No,2024-07-31,2024-08-15,42000000000,YES,YES,,2024-07-30,2024-08-06,2024-08-07,2024-08-14,5543,2024,32,2024-08,YES,-1,YES,-1,0,1,0,0,0,0,1,0,0
SECONDARY,IEF,10-Year,2024-09-11,91282CLF6,9-Year 11-Month,10-Year,3625,Yes,2024-09-05,2024-09-16,39000000000,YES,YES,,2024-09-03,2024-09-10,2024-09-11,2024-09-18,5567,2024,37,2024-09,NO,0,YES,-1,0,1,0,0,0,1,1,0,0
SECONDARY,IEF,10-Year,2024-10-09,91282CLF6,9-Year 10-Month,10-Year,3597,Yes,2024-10-03,2024-10-15,39000000000,YES,YES,,2024-10-01,2024-10-08,2024-10-09,2024-10-16,5587,2024,41,2024-10,NO,0,YES,-1,0,1,0,0,0,0,1,0,0
SECONDARY,IEF,10-Year,2024-11-05,91282CLW9,10-Year,10-Year,3662,No,2024-10-30,2024-11-15,42000000000,YES,YES,,2024-10-28,2024-11-04,2024-11-05,2024-11-12,5606,2024,45,2024-11,YES,-1,YES,-1,0,1,0,1,0,0,1,0,1
SECONDARY,IEF,10-Year,2024-12-11,91282CLW9,9-Year 11-Month,10-Year,3626,Yes,2024-12-05,2024-12-16,39000000000,YES,YES,,2024-12-03,2024-12-10,2024-12-11,2024-12-18,5631,2024,50,2024-12,NO,0,YES,-1,0,1,0,0,0,1,1,0,0
SECONDARY,IEF,10-Year,2025-01-07,91282CLW9,9-Year 10-Month,10-Year,3599,Yes,2025-01-02,2025-01-15,39000000000,YES,YES,,2024-12-27,2025-01-06,2025-01-07,2025-01-15,5648,2025,2,2025-01,NO,0,YES,-1,0,1,0,0,0,0,1,0,0
SECONDARY,IEF,10-Year,2025-02-12,91282CMM0,10-Year,10-Year,3655,No,2025-02-05,2025-02-18,42000000000,YES,YES,,2025-02-04,2025-02-11,2025-02-12,2025-02-20,5672,2025,7,2025-02,YES,-1,YES,-1,0,1,0,0,0,1,1,1,0
SECONDARY,IEF,10-Year,2025-03-12,91282CMM0,9-Year 11-Month,10-Year,3627,Yes,2025-03-06,2025-03-17,39000000000,YES,YES,,2025-03-04,2025-03-11,2025-03-12,2025-03-19,5691,2025,11,2025-03,NO,0,YES,-1,0,1,0,0,0,1,1,0,0
SECONDARY,IEF,10-Year,2025-04-09,91282CMM0,9-Year 10-Month,10-Year,3599,Yes,2025-04-03,2025-04-15,39000000000,YES,YES,,2025-04-01,2025-04-08,2025-04-09,2025-04-16,5711,2025,15,2025-04,NO,0,YES,-1,0,1,0,0,0,1,1,0,0
SECONDARY,IEF,10-Year,2025-05-06,91282CNC1,10-Year,10-Year,3661,No,2025-04-30,2025-05-15,42000000000,YES,YES,,2025-04-28,2025-05-05,2025-05-06,2025-05-13,5729,2025,19,2025-05,YES,-1,YES,-1,0,1,0,0,0,0,1,0,0
SECONDARY,IEF,10-Year,2025-06-11,91282CNC1,9-Year 11-Month,10-Year,3625,Yes,2025-06-05,2025-06-16,39000000000,YES,YES,,2025-06-03,2025-06-10,2025-06-11,2025-06-18,5754,2025,24,2025-06,NO,0,YES,-1,0,1,0,0,0,1,1,1,0
SECONDARY,IEF,10-Year,2025-07-09,91282CNC1,9-Year 10-Month,10-Year,3597,Yes,2025-07-03,2025-07-15,39000000000,YES,YES,,2025-06-30,2025-07-08,2025-07-09,2025-07-16,5772,2025,28,2025-07,NO,0,YES,-1,0,1,0,0,0,0,1,0,0
SECONDARY,IEF,10-Year,2025-08-06,91282CNT4,10-Year,10-Year,3661,No,2025-07-30,2025-08-15,42000000000,YES,YES,,2025-07-29,2025-08-05,2025-08-06,2025-08-13,5792,2025,32,2025-08,YES,-1,YES,-1,0,1,0,0,0,0,1,0,0
SECONDARY,IEF,10-Year,2025-09-10,91282CNT4,9-Year 11-Month,10-Year,3626,Yes,2025-09-04,2025-09-15,39000000000,YES,YES,,2025-09-02,2025-09-09,2025-09-10,2025-09-17,5816,2025,37,2025-09,NO,0,YES,-1,0,1,0,0,0,1,1,0,0
SECONDARY,IEF,10-Year,2025-10-08,91282CNT4,9-Year 10-Month,10-Year,3598,Yes,2025-10-02,2025-10-15,39000000000,YES,YES,,2025-09-30,2025-10-07,2025-10-08,2025-10-15,5836,2025,41,2025-10,NO,0,YES,-1,0,1,0,0,0,0,1,0,0
SECONDARY,IEF,10-Year,2025-11-12,91282CPJ4,10-Year,10-Year,3655,No,2025-11-05,2025-11-17,42000000000,YES,YES,,2025-11-04,2025-11-11,2025-11-12,2025-11-19,5861,2025,46,2025-11,YES,-1,YES,-1,0,1,0,0,0,1,1,0,0
SECONDARY,IEF,10-Year,2025-12-09,91282CPJ4,9-Year 11-Month,10-Year,3628,Yes,2025-12-04,2025-12-15,39000000000,YES,YES,,2025-12-01,2025-12-08,2025-12-09,2025-12-16,5879,2025,50,2025-12,NO,0,YES,-1,0,1,0,0,0,0,1,0,0
SECONDARY,IEF,10-Year,2026-01-12,91282CPJ4,9-Year 10-Month,10-Year,3594,Yes,2026-01-08,2026-01-15,39000000000,YES,YES,,2026-01-02,2026-01-09,2026-01-12,2026-01-20,5901,2026,3,2026-01,NO,0,YES,-1,0,0,0,0,0,0,1,0,0
SECONDARY,IEF,10-Year,2026-02-11,91282CPZ8,10-Year,10-Year,3656,No,2026-02-04,2026-02-17,42000000000,YES,YES,,2026-02-03,2026-02-10,2026-02-11,2026-02-19,5922,2026,7,2026-02,YES,-1,YES,-1,0,1,0,0,0,1,1,1,0
SECONDARY,IEF,10-Year,2026-03-11,91282CPZ8,9-Year 11-Month,10-Year,3628,Yes,2026-03-05,2026-03-16,39000000000,YES,YES,,2026-03-03,2026-03-10,2026-03-11,2026-03-18,5941,2026,11,2026-03,NO,0,YES,-1,0,1,0,0,0,1,1,0,0
SECONDARY,IEF,10-Year,2026-04-08,91282CPZ8,9-Year 10-Month,10-Year,3600,Yes,2026-04-02,2026-04-15,39000000000,YES,YES,,2026-03-30,2026-04-07,2026-04-08,2026-04-15,5960,2026,15,2026-04,NO,0,YES,-1,0,1,0,0,0,0,1,0,0
SECONDARY,IEF,10-Year,2026-05-12,91282CQQ7,10-Year,10-Year,3656,No,2026-05-06,2026-05-15,42000000000,YES,YES,,2026-05-04,2026-05-11,2026-05-12,2026-05-19,5984,2026,20,2026-05,YES,-1,YES,-1,0,1,0,0,0,0,1,0,0
SECONDARY,IEF,10-Year,2026-06-10,91282CQQ7,9-Year 11-Month,10-Year,3627,Yes,2026-06-04,2026-06-15,39000000000,YES,NO,WINDOW_AFTER_PANEL_END,,,,,6004,2026,24,2026-06,,,,,,,,,,,,,
