cell,instrument,tenor_family,auction_date,cusip,security_term,original_security_term,remaining_term_days,reopening,announcemt_date,issue_date,offering_amt,t0_is_trading_day,valid_window,exclusion_reason,pre_open,pre_close,post_open,post_close,t0_index,iso_year,iso_week,calendar_month,qra_in_window,qra_signed,ann_in_window,ann_signed,ovl_2Year,ovl_3Year,ovl_5Year,ovl_7Year,ovl_10Year,ovl_20Year,ovl_30Year,ovl_TIPS,ovl_FRN
PRIMARY,TLT,30-Year,1990-02-08,912810EE4,30-Year,30-Year,10964,No,1990-01-31,1990-02-15,10000000000,NO,NO,T0_NOT_ON_GRID,,,,,,1990,6,1990-02,,,,,,,,,,,,,
PRIMARY,TLT,30-Year,1990-05-10,912810EF1,30-Year,30-Year,10963,No,1990-05-02,1990-05-15,10000000000,NO,NO,T0_NOT_ON_GRID,,,,,,1990,19,1990-05,,,,,,,,,,,,,
PRIMARY,TLT,30-Year,1990-08-09,912810EG9,30-Year,30-Year,10964,No,1990-08-01,1990-08-15,10250000000,NO,NO,T0_NOT_ON_GRID,,,,,,1990,32,1990-08,,,,,,,,,,,,,
PRIMARY,TLT,30-Year,1990-11-08,912810EG9,29-Year 9-Month,30-Year,10873,Yes,1990-10-31,1990-11-15,10750000000,NO,NO,T0_NOT_ON_GRID,,,,,,1990,45,1990-11,,,,,,,,,,,,,
PRIMARY,TLT,30-Year,1991-02-07,912810EH7,30-Year,30-Year,10966,No,1991-01-30,1991-02-15,11000000000,NO,NO,T0_NOT_ON_GRID,,,,,,1991,6,1991-02,,,,,,,,,,,,,
PRIMARY,TLT,30-Year,1991-05-09,912810EJ3,30-Year,30-Year,10964,No,1991-05-01,1991-05-15,11750000000,NO,NO,T0_NOT_ON_GRID,,,,,,1991,19,1991-05,,,,,,,,,,,,,
PRIMARY,TLT,30-Year,1991-08-08,912810EK0,30-Year,30-Year,10965,No,1991-07-31,1991-08-15,12000000000,NO,NO,T0_NOT_ON_GRID,,,,,,1991,32,1991-08,,,,,,,,,,,,,
PRIMARY,TLT,30-Year,1991-11-07,912810EL8,30-Year,30-Year,10966,No,1991-10-30,1991-11-15,12000000000,NO,NO,T0_NOT_ON_GRID,,,,,,1991,45,1991-11,,,,,,,,,,,,,
PRIMARY,TLT,30-Year,1992-02-13,912810EL8,29-Year 9-Month,30-Year,10868,Yes,1992-02-05,1992-02-18,10000000000,NO,NO,T0_NOT_ON_GRID,,,,,,1992,7,1992-02,,,,,,,,,,,,,
PRIMARY,TLT,30-Year,1992-05-07,912810EL8,29-Year 6-Month,30-Year,10784,Yes,1992-04-29,1992-05-15,10000000000,NO,NO,T0_NOT_ON_GRID,,,,,,1992,19,1992-05,,,,,,,,,,,,,
PRIMARY,TLT,30-Year,1992-08-13,912810EM6,30-Year,30-Year,10959,No,1992-08-05,1992-08-17,10000000000,NO,NO,T0_NOT_ON_GRID,,,,,,1992,33,1992-08,,,,,,,,,,,,,
PRIMARY,TLT,30-Year,1992-11-12,912810EN4,30-Year,30-Year,10960,No,1992-11-03,1992-11-16,10250000000,NO,NO,T0_NOT_ON_GRID,,,,,,1992,46,1992-11,,,,,,,,,,,,,
PRIMARY,TLT,30-Year,1993-02-11,912810EP9,30-Year,30-Year,10961,No,1993-02-03,1993-02-16,9250000000,NO,NO,T0_NOT_ON_GRID,,,,,,1993,6,1993-02,,,,,,,,,,,,,
PRIMARY,TLT,30-Year,1993-05-13,912810EP9,29-Year 9-Month,30-Year,10870,Yes,1993-05-05,1993-05-17,8250000000,NO,NO,T0_NOT_ON_GRID,,,,,,1993,19,1993-05,,,,,,,,,,,,,
PRIMARY,TLT,30-Year,1993-08-12,912810EQ7,30-Year,30-Year,10960,No,1993-08-04,1993-08-16,11000000000,NO,NO,T0_NOT_ON_GRID,,,,,,1993,32,1993-08,,,,,,,,,,,,,
PRIMARY,TLT,30-Year,1994-02-10,912810EQ7,29-Year 6-Month,30-Year,10778,Yes,1994-02-02,1994-02-15,11000000000,NO,NO,T0_NOT_ON_GRID,,,,,,1994,6,1994-02,,,,,,,,,,,,,
PRIMARY,TLT,30-Year,1995-02-09,912810ET1,30-Year,30-Year,10964,No,1995-02-01,1995-02-15,11000000000,NO,NO,T0_NOT_ON_GRID,,,,,,1995,6,1995-02,,,,,,,,,,,,,
PRIMARY,TLT,30-Year,1995-08-10,912810EV6,30-Year,30-Year,10963,No,1995-08-02,1995-08-15,11500000000,NO,NO,T0_NOT_ON_GRID,,,,,,1995,32,1995-08,,,,,,,,,,,,,
PRIMARY,TLT,30-Year,1996-02-08,912810EW4,30-Year,30-Year,10965,No,1996-01-31,1996-02-15,12000000000,NO,NO,T0_NOT_ON_GRID,,,,,,1996,6,1996-02,,,,,,,,,,,,,
PRIMARY,TLT,30-Year,1996-08-08,912810EX2,30-Year,30-Year,10964,No,1996-07-31,1996-08-15,10000000000,NO,NO,T0_NOT_ON_GRID,,,,,,1996,32,1996-08,,,,,,,,,,,,,
PRIMARY,TLT,30-Year,1996-11-07,912810EY0,30-Year,30-Year,10965,No,1996-10-30,1996-11-15,10000000000,NO,NO,T0_NOT_ON_GRID,,,,,,1996,45,1996-11,,,,,,,,,,,,,
PRIMARY,TLT,30-Year,1997-02-13,912810EZ7,30-Year,30-Year,10959,No,1997-02-05,1997-02-18,10000000000,NO,NO,T0_NOT_ON_GRID,,,,,,1997,7,1997-02,,,,,,,,,,,,,
PRIMARY,TLT,30-Year,1997-08-07,912810FA1,30-Year,30-Year,10965,No,1997-07-30,1997-08-15,10000000000,NO,NO,T0_NOT_ON_GRID,,,,,,1997,32,1997-08,,,,,,,,,,,,,
PRIMARY,TLT,30-Year,1997-11-06,912810FB9,30-Year,30-Year,10966,No,1997-10-29,1997-11-17,10000000000,NO,NO,T0_NOT_ON_GRID,,,,,,1997,45,1997-11,,,,,,,,,,,,,
PRIMARY,TLT,30-Year,1998-02-12,912810FB9,29-Year 9-Month,30-Year,10868,Yes,1998-02-04,1998-02-17,10000000000,NO,NO,T0_NOT_ON_GRID,,,,,,1998,7,1998-02,,,,,,,,,,,,,
PRIMARY,TLT,30-Year,1998-08-13,912810FE3,30-Year,30-Year,10960,No,1998-08-05,1998-08-17,10000000000,NO,NO,T0_NOT_ON_GRID,,,,,,1998,33,1998-08,,,,,,,,,,,,,
PRIMARY,TLT,30-Year,1998-11-05,912810FF0,30-Year,30-Year,10968,No,1998-10-28,1998-11-16,10000000000,NO,NO,T0_NOT_ON_GRID,,,,,,1998,45,1998-11,,,,,,,,,,,,,
PRIMARY,TLT,30-Year,1999-02-11,912810FG8,30-Year,30-Year,10962,No,1999-02-03,1999-02-16,10000000000,NO,NO,T0_NOT_ON_GRID,,,,,,1999,6,1999-02,,,,,,,,,,,,,
PRIMARY,TLT,30-Year,1999-08-12,912810FJ2,30-Year,30-Year,10961,No,1999-08-04,1999-08-16,10000000000,NO,NO,T0_NOT_ON_GRID,,,,,,1999,32,1999-08,,,,,,,,,,,,,
PRIMARY,TLT,30-Year,2001-02-08,912810FP8,30-Year,30-Year,10964,No,2001-01-31,2001-02-15,10000000000,NO,NO,T0_NOT_ON_GRID,,,,,,2001,6,2001-02,,,,,,,,,,,,,
PRIMARY,TLT,30-Year,2001-08-09,912810FP8,29-Year 6-Month,30-Year,10782,Yes,2001-08-01,2001-08-15,5000000000,NO,NO,T0_NOT_ON_GRID,,,,,,2001,32,2001-08,,,,,,,,,,,,,
PRIMARY,TLT,30-Year,2006-02-09,912810FT0,30-Year,30-Year,10963,No,2006-02-01,2006-02-15,14000000000,YES,YES,,2006-02-01,2006-02-08,2006-02-09,2006-02-16,890,2006,6,2006-02,NO,0,NO,0,0,1,0,0,1,0,0,0,0
PRIMARY,TLT,30-Year,2006-08-10,912810FT0,29-Year 6-Month,30-Year,10781,Yes,2006-08-02,2006-08-15,10000000000,YES,YES,,2006-08-02,2006-08-09,2006-08-10,2006-08-17,1016,2006,32,2006-08,NO,0,NO,0,0,1,0,0,1,0,0,0,0
PRIMARY,TLT,30-Year,2007-02-08,912810PT9,30-Year,30-Year,10965,No,2007-01-31,2007-02-15,9000000000,YES,YES,,2007-01-31,2007-02-07,2007-02-08,2007-02-15,1140,2007,6,2007-02,NO,0,NO,0,0,1,0,0,1,0,0,0,0
PRIMARY,TLT,30-Year,2007-05-10,912810PT9,29-Year 9-Month,30-Year,10874,Yes,2007-05-02,2007-05-15,5000000000,YES,YES,,2007-05-02,2007-05-09,2007-05-10,2007-05-17,1203,2007,19,2007-05,NO,0,NO,0,0,1,0,0,1,0,0,0,0
PRIMARY,TLT,30-Year,2008-02-07,912810PW2,30-Year,30-Year,10966,No,2008-01-30,2008-02-15,9000000000,YES,YES,,2008-01-30,2008-02-06,2008-02-07,2008-02-14,1391,2008,6,2008-02,NO,0,NO,0,0,0,0,0,1,0,0,0,0
PRIMARY,TLT,30-Year,2008-05-08,912810PW2,29-Year 9-Month,30-Year,10875,Yes,2008-04-30,2008-05-15,6000000000,YES,YES,,2008-04-30,2008-05-07,2008-05-08,2008-05-15,1454,2008,19,2008-05,NO,0,NO,0,0,0,0,0,1,0,0,0,0
PRIMARY,TLT,30-Year,2009-02-12,912810QA9,30-Year,30-Year,10960,No,2009-02-04,2009-02-17,14000000000,YES,YES,,2009-02-04,2009-02-11,2009-02-12,2009-02-20,1647,2009,7,2009-02,NO,0,NO,0,0,1,0,0,1,0,0,0,0
PRIMARY,TLT,30-Year,2009-03-12,912810QA9,29-Year 11-Month,30-Year,10932,Yes,2009-03-05,2009-03-16,11000000000,YES,YES,,2009-03-04,2009-03-11,2009-03-12,2009-03-19,1666,2009,11,2009-03,NO,0,YES,-1,0,1,0,0,1,0,0,0,0
PRIMARY,TLT,30-Year,2009-05-07,912810QB7,30-Year,30-Year,10965,No,2009-04-29,2009-05-15,14000000000,YES,YES,,2009-04-29,2009-05-06,2009-05-07,2009-05-14,1705,2009,19,2009-05,NO,0,NO,0,0,1,0,0,1,0,0,0,0
PRIMARY,TLT,30-Year,2009-06-11,912810QB7,29-Year 11-Month,30-Year,10930,Yes,2009-06-04,2009-06-15,11000000000,YES,YES,,2009-06-03,2009-06-10,2009-06-11,2009-06-18,1729,2009,24,2009-06,NO,0,YES,-1,0,1,0,0,1,0,0,0,0
PRIMARY,TLT,30-Year,2009-07-09,912810QB7,29-Year 10-Month,30-Year,10902,Yes,2009-07-02,2009-07-15,11000000000,YES,YES,,2009-06-30,2009-07-08,2009-07-09,2009-07-16,1748,2009,28,2009-07,NO,0,YES,-1,0,1,0,0,1,0,0,1,0
PRIMARY,TLT,30-Year,2009-08-13,912810QC5,30-Year,30-Year,10959,No,2009-08-05,2009-08-17,15000000000,YES,YES,,2009-08-05,2009-08-12,2009-08-13,2009-08-20,1773,2009,33,2009-08,NO,0,NO,0,0,1,0,0,1,0,0,0,0
PRIMARY,TLT,30-Year,2009-09-10,912810QC5,29-Year 11-Month,30-Year,10931,Yes,2009-09-03,2009-09-15,12000000000,YES,YES,,2009-09-01,2009-09-09,2009-09-10,2009-09-17,1792,2009,37,2009-09,NO,0,YES,-1,0,1,0,0,1,0,0,0,0
PRIMARY,TLT,30-Year,2009-10-08,912810QC5,29-Year 10-Month,30-Year,10903,Yes,2009-10-01,2009-10-15,12000000000,YES,YES,,2009-09-30,2009-10-07,2009-10-08,2009-10-15,1812,2009,41,2009-10,NO,0,YES,-1,0,1,0,0,1,0,0,1,0
PRIMARY,TLT,30-Year,2009-11-12,912810QD3,30-Year,30-Year,10960,No,2009-11-04,2009-11-16,16000000000,YES,YES,,2009-11-04,2009-11-11,2009-11-12,2009-11-19,1837,2009,46,2009-11,NO,0,NO,0,0,1,0,0,1,0,0,0,0
PRIMARY,TLT,30-Year,2009-12-10,912810QD3,29-Year 11-Month,30-Year,10932,Yes,2009-12-03,2009-12-15,13000000000,YES,YES,,2009-12-02,2009-12-09,2009-12-10,2009-12-17,1856,2009,50,2009-12,NO,0,YES,-1,0,1,0,0,1,0,0,0,0
PRIMARY,TLT,30-Year,2010-01-14,912810QD3,29-Year 10-Month,30-Year,10897,Yes,2010-01-07,2010-01-15,13000000000,YES,YES,,2010-01-06,2010-01-13,2010-01-14,2010-01-22,1879,2010,2,2010-01,NO,0,YES,-1,0,1,0,0,1,0,0,1,0
PRIMARY,TLT,30-Year,2010-02-11,912810QE1,30-Year,30-Year,10961,No,2010-02-03,2010-02-16,16000000000,YES,YES,,2010-02-03,2010-02-10,2010-02-11,2010-02-19,1898,2010,6,2010-02,NO,0,NO,0,0,1,0,0,1,0,0,0,0
PRIMARY,TLT,30-Year,2010-03-11,912810QE1,29-Year 11-Month,30-Year,10933,Yes,2010-03-04,2010-03-15,13000000000,YES,YES,,2010-03-03,2010-03-10,2010-03-11,2010-03-18,1917,2010,10,2010-03,NO,0,YES,-1,0,1,0,0,1,0,0,0,0
PRIMARY,TLT,30-Year,2010-04-08,912810QE1,29-Year 10-Month,30-Year,10905,Yes,2010-04-01,2010-04-15,13000000000,YES,YES,,2010-03-30,2010-04-07,2010-04-08,2010-04-15,1936,2010,14,2010-04,NO,0,YES,-1,0,1,0,0,1,0,0,1,0
PRIMARY,TLT,30-Year,2010-05-13,912810QH4,30-Year,30-Year,10960,No,2010-05-05,2010-05-17,16000000000,YES,YES,,2010-05-05,2010-05-12,2010-05-13,2010-05-20,1961,2010,19,2010-05,NO,0,NO,0,0,1,0,0,1,0,0,0,0
PRIMARY,TLT,30-Year,2010-06-10,912810QH4,29-Year 11-Month,30-Year,10932,Yes,2010-06-03,2010-06-15,13000000000,YES,YES,,2010-06-02,2010-06-09,2010-06-10,2010-06-17,1980,2010,23,2010-06,NO,0,YES,-1,0,1,0,0,1,0,0,0,0
PRIMARY,TLT,30-Year,2010-07-14,912810QH4,29-Year 10-Month,30-Year,10898,Yes,2010-07-08,2010-07-15,13000000000,YES,YES,,2010-07-06,2010-07-13,2010-07-14,2010-07-21,2003,2010,28,2010-07,NO,0,YES,-1,0,1,0,0,1,0,0,1,0
PRIMARY,TLT,30-Year,2010-08-12,912810QK7,30-Year,30-Year,10961,No,2010-08-04,2010-08-16,16000000000,YES,YES,,2010-08-04,2010-08-11,2010-08-12,2010-08-19,2024,2010,32,2010-08,NO,0,NO,0,0,1,0,0,1,0,0,0,0
PRIMARY,TLT,30-Year,2010-09-09,912810QK7,29-Year 11-Month,30-Year,10933,Yes,2010-09-02,2010-09-15,13000000000,YES,YES,,2010-08-31,2010-09-08,2010-09-09,2010-09-16,2043,2010,36,2010-09,NO,0,YES,-1,0,1,0,0,1,0,0,1,0
PRIMARY,TLT,30-Year,2010-10-14,912810QK7,29-Year 10-Month,30-Year,10898,Yes,2010-10-07,2010-10-15,13000000000,YES,YES,,2010-10-06,2010-10-13,2010-10-14,2010-10-21,2068,2010,41,2010-10,NO,0,YES,-1,0,1,0,0,1,0,0,0,0
PRIMARY,TLT,30-Year,2010-11-10,912810QL5,30-Year,30-Year,10963,No,2010-11-03,2010-11-15,16000000000,YES,YES,,2010-11-02,2010-11-09,2010-11-10,2010-11-17,2087,2010,45,2010-11,YES,-1,YES,-1,0,1,0,0,1,0,0,1,0
PRIMARY,TLT,30-Year,2010-12-09,912810QL5,29-Year 11-Month,30-Year,10934,Yes,2010-12-02,2010-12-15,13000000000,YES,YES,,2010-12-01,2010-12-08,2010-12-09,2010-12-16,2107,2010,49,2010-12,NO,0,YES,-1,0,1,0,0,1,0,0,0,0
PRIMARY,TLT,30-Year,2011-01-13,912810QL5,29-Year 10-Month,30-Year,10899,Yes,2011-01-06,2011-01-18,13000000000,YES,YES,,2011-01-05,2011-01-12,2011-01-13,2011-01-21,2131,2011,2,2011-01,NO,0,YES,-1,0,1,0,0,1,0,0,1,0
PRIMARY,TLT,30-Year,2011-02-10,912810QN1,30-Year,30-Year,10963,No,2011-02-02,2011-02-15,16000000000,YES,YES,,2011-02-02,2011-02-09,2011-02-10,2011-02-17,2150,2011,6,2011-02,NO,0,NO,0,0,1,0,0,1,0,0,1,0
PRIMARY,TLT,30-Year,2011-03-10,912810QN1,29-Year 11-Month,30-Year,10935,Yes,2011-03-03,2011-03-15,13000000000,YES,YES,,2011-03-02,2011-03-09,2011-03-10,2011-03-17,2169,2011,10,2011-03,NO,0,YES,-1,0,1,0,0,1,0,0,0,0
PRIMARY,TLT,30-Year,2011-04-14,912810QN1,29-Year 10-Month,30-Year,10900,Yes,2011-04-07,2011-04-15,13000000000,YES,YES,,2011-04-06,2011-04-13,2011-04-14,2011-04-21,2194,2011,15,2011-04,NO,0,YES,-1,0,1,0,0,1,0,0,1,0
PRIMARY,TLT,30-Year,2011-05-12,912810QQ4,30-Year,30-Year,10961,No,2011-05-04,2011-05-16,16000000000,YES,YES,,2011-05-04,2011-05-11,2011-05-12,2011-05-19,2213,2011,19,2011-05,NO,0,NO,0,0,1,0,0,1,0,0,1,0
PRIMARY,TLT,30-Year,2011-06-09,912810QQ4,29-Year 11-Month,30-Year,10933,Yes,2011-06-02,2011-06-15,13000000000,YES,YES,,2011-06-01,2011-06-08,2011-06-09,2011-06-16,2232,2011,23,2011-06,NO,0,YES,-1,0,1,0,0,1,0,0,0,0
PRIMARY,TLT,30-Year,2011-07-14,912810QQ4,29-Year 10-Month,30-Year,10898,Yes,2011-07-07,2011-07-15,13000000000,YES,YES,,2011-07-06,2011-07-13,2011-07-14,2011-07-21,2256,2011,28,2011-07,NO,0,YES,-1,0,1,0,0,1,0,0,1,0
PRIMARY,TLT,30-Year,2011-08-11,912810QS0,30-Year,30-Year,10962,No,2011-08-03,2011-08-15,16000000000,YES,YES,,2011-08-03,2011-08-10,2011-08-11,2011-08-18,2276,2011,32,2011-08,NO,0,NO,0,0,1,0,0,1,0,0,1,0
PRIMARY,TLT,30-Year,2011-09-14,912810QS0,29-Year 11-Month,30-Year,10928,Yes,2011-09-08,2011-09-15,13000000000,YES,YES,,2011-09-06,2011-09-13,2011-09-14,2011-09-21,2299,2011,37,2011-09,NO,0,YES,-1,0,1,0,0,1,0,0,0,0
PRIMARY,TLT,30-Year,2011-10-13,912810QS0,29-Year 10-Month,30-Year,10899,Yes,2011-10-06,2011-10-17,13000000000,YES,YES,,2011-10-05,2011-10-12,2011-10-13,2011-10-20,2320,2011,41,2011-10,NO,0,YES,-1,0,1,0,0,1,0,0,1,0
PRIMARY,TLT,30-Year,2011-11-10,912810QT8,30-Year,30-Year,10963,No,2011-11-02,2011-11-15,16000000000,YES,YES,,2011-11-02,2011-11-09,2011-11-10,2011-11-17,2340,2011,45,2011-11,NO,0,NO,0,0,1,0,0,1,0,0,1,0
PRIMARY,TLT,30-Year,2011-12-14,912810QT8,29-Year 11-Month,30-Year,10929,Yes,2011-12-08,2011-12-15,13000000000,YES,YES,,2011-12-06,2011-12-13,2011-12-14,2011-12-21,2363,2011,50,2011-12,NO,0,YES,-1,1,1,1,1,1,0,0,1,0
PRIMARY,TLT,30-Year,2012-01-12,912810QT8,29-Year 10-Month,30-Year,10900,Yes,2012-01-05,2012-01-17,13000000000,YES,YES,,2012-01-04,2012-01-11,2012-01-12,2012-01-20,2382,2012,2,2012-01,NO,0,YES,-1,0,1,0,0,1,0,0,1,0
PRIMARY,TLT,30-Year,2012-02-09,912810QU5,30-Year,30-Year,10964,No,2012-02-01,2012-02-15,16000000000,YES,YES,,2012-02-01,2012-02-08,2012-02-09,2012-02-16,2401,2012,6,2012-02,NO,0,NO,0,0,1,0,0,1,0,0,1,0
PRIMARY,TLT,30-Year,2012-03-14,912810QU5,29-Year 11-Month,30-Year,10930,Yes,2012-03-08,2012-03-15,13000000000,YES,YES,,2012-03-06,2012-03-13,2012-03-14,2012-03-21,2424,2012,11,2012-03,NO,0,YES,-1,0,1,0,0,1,0,0,0,0
PRIMARY,TLT,30-Year,2012-04-12,912810QU5,29-Year 10-Month,30-Year,10901,Yes,2012-04-05,2012-04-16,13000000000,YES,YES,,2012-04-03,2012-04-11,2012-04-12,2012-04-19,2444,2012,15,2012-04,NO,0,YES,-1,0,1,0,0,1,0,0,1,0
PRIMARY,TLT,30-Year,2012-05-10,912810QW1,30-Year,30-Year,10962,No,2012-05-02,2012-05-15,16000000000,YES,YES,,2012-05-02,2012-05-09,2012-05-10,2012-05-17,2464,2012,19,2012-05,NO,0,NO,0,0,1,0,0,1,0,0,1,0
PRIMARY,TLT,30-Year,2012-06-14,912810QW1,29-Year 11-Month,30-Year,10927,Yes,2012-06-07,2012-06-15,13000000000,YES,YES,,2012-06-06,2012-06-13,2012-06-14,2012-06-21,2488,2012,24,2012-06,NO,0,YES,-1,0,1,0,0,1,0,0,1,0
PRIMARY,TLT,30-Year,2012-07-12,912810QW1,29-Year 10-Month,30-Year,10899,Yes,2012-07-05,2012-07-16,13000000000,YES,YES,,2012-07-03,2012-07-11,2012-07-12,2012-07-19,2507,2012,28,2012-07,NO,0,YES,-1,0,1,0,0,1,0,0,1,0
PRIMARY,TLT,30-Year,2012-08-09,912810QX9,30-Year,30-Year,10963,No,2012-08-01,2012-08-15,16000000000,YES,YES,,2012-08-01,2012-08-08,2012-08-09,2012-08-16,2527,2012,32,2012-08,NO,0,NO,0,0,1,0,0,1,0,0,0,0
PRIMARY,TLT,30-Year,2012-09-13,912810QX9,29-Year 11-Month,30-Year,10928,Yes,2012-09-06,2012-09-17,13000000000,YES,YES,,2012-09-05,2012-09-12,2012-09-13,2012-09-20,2551,2012,37,2012-09,NO,0,YES,-1,0,1,0,0,1,0,0,1,0
PRIMARY,TLT,30-Year,2012-10-11,912810QX9,29-Year 10-Month,30-Year,10900,Yes,2012-10-04,2012-10-15,13000000000,YES,YES,,2012-10-03,2012-10-10,2012-10-11,2012-10-18,2571,2012,41,2012-10,NO,0,YES,-1,0,1,0,0,1,0,0,1,0
PRIMARY,TLT,30-Year,2012-11-08,912810QY7,30-Year,30-Year,10964,No,2012-10-31,2012-11-15,16000000000,YES,YES,,2012-10-31,2012-11-07,2012-11-08,2012-11-15,2589,2012,45,2012-11,NO,0,NO,0,0,1,0,0,1,0,0,0,0
PRIMARY,TLT,30-Year,2012-12-13,912810QY7,29-Year 11-Month,30-Year,10929,Yes,2012-12-06,2012-12-17,13000000000,YES,YES,,2012-12-05,2012-12-12,2012-12-13,2012-12-20,2613,2012,50,2012-12,NO,0,YES,-1,1,1,1,1,1,0,0,1,0
PRIMARY,TLT,30-Year,2013-01-10,912810QY7,29-Year 10-Month,30-Year,10901,Yes,2013-01-03,2013-01-15,13000000000,YES,YES,,2013-01-02,2013-01-09,2013-01-10,2013-01-17,2631,2013,2,2013-01,NO,0,YES,-1,0,1,0,0,1,0,0,0,0
PRIMARY,TLT,30-Year,2013-02-14,912810QZ4,30-Year,30-Year,10958,No,2013-02-06,2013-02-15,16000000000,YES,YES,,2013-02-06,2013-02-13,2013-02-14,2013-02-22,2655,2013,7,2013-02,NO,0,NO,0,0,1,0,0,1,0,0,1,0
PRIMARY,TLT,30-Year,2013-03-14,912810QZ4,29-Year 11-Month,30-Year,10930,Yes,2013-03-07,2013-03-15,13000000000,YES,YES,,2013-03-06,2013-03-13,2013-03-14,2013-03-21,2674,2013,11,2013-03,NO,0,YES,-1,0,1,0,0,1,0,0,1,0
PRIMARY,TLT,30-Year,2013-04-11,912810QZ4,29-Year 10-Month,30-Year,10902,Yes,2013-04-04,2013-04-15,13000000000,YES,YES,,2013-04-03,2013-04-10,2013-04-11,2013-04-18,2693,2013,15,2013-04,NO,0,YES,-1,0,1,0,0,1,0,0,1,0
PRIMARY,TLT,30-Year,2013-05-09,912810RB6,30-Year,30-Year,10963,No,2013-05-01,2013-05-15,16000000000,YES,YES,,2013-05-01,2013-05-08,2013-05-09,2013-05-16,2713,2013,19,2013-05,NO,0,NO,0,0,1,0,0,1,0,0,0,0
PRIMARY,TLT,30-Year,2013-06-13,912810RB6,29-Year 11-Month,30-Year,10928,Yes,2013-06-06,2013-06-17,13000000000,YES,YES,,2013-06-05,2013-06-12,2013-06-13,2013-06-20,2737,2013,24,2013-06,NO,0,YES,-1,0,1,0,0,1,0,0,1,0
PRIMARY,TLT,30-Year,2013-07-11,912810RB6,29-Year 10-Month,30-Year,10900,Yes,2013-07-03,2013-07-15,13000000000,YES,YES,,2013-07-02,2013-07-10,2013-07-11,2013-07-18,2756,2013,28,2013-07,NO,0,YES,-1,0,1,0,0,1,0,0,1,0
PRIMARY,TLT,30-Year,2013-08-08,912810RC4,30-Year,30-Year,10964,No,2013-07-31,2013-08-15,16000000000,YES,YES,,2013-07-31,2013-08-07,2013-08-08,2013-08-15,2776,2013,32,2013-08,NO,0,NO,0,0,1,0,0,1,0,0,0,0
PRIMARY,TLT,30-Year,2013-09-12,912810RC4,29-Year 11-Month,30-Year,10929,Yes,2013-09-05,2013-09-16,13000000000,YES,YES,,2013-09-04,2013-09-11,2013-09-12,2013-09-19,2800,2013,37,2013-09,NO,0,YES,-1,0,1,0,0,1,0,0,1,0
PRIMARY,TLT,30-Year,2013-10-10,912810RC4,29-Year 10-Month,30-Year,10901,Yes,2013-10-03,2013-10-15,13000000000,YES,YES,,2013-10-02,2013-10-09,2013-10-10,2013-10-17,2820,2013,41,2013-10,NO,0,YES,-1,0,1,0,0,1,0,0,0,0
PRIMARY,TLT,30-Year,2013-11-14,912810RD2,30-Year,30-Year,10958,No,2013-11-06,2013-11-15,16000000000,YES,YES,,2013-11-06,2013-11-13,2013-11-14,2013-11-21,2845,2013,46,2013-11,NO,0,NO,0,0,1,0,0,1,0,0,1,0
PRIMARY,TLT,30-Year,2013-12-12,912810RD2,29-Year 11-Month,30-Year,10930,Yes,2013-12-05,2013-12-16,13000000000,YES,YES,,2013-12-04,2013-12-11,2013-12-12,2013-12-19,2864,2013,50,2013-12,NO,0,YES,-1,1,1,1,1,1,0,0,1,0
PRIMARY,TLT,30-Year,2014-01-09,912810RD2,29-Year 10-Month,30-Year,10902,Yes,2014-01-02,2014-01-15,13000000000,YES,YES,,2013-12-31,2014-01-08,2014-01-09,2014-01-16,2882,2014,2,2014-01,NO,0,YES,-1,0,1,0,0,1,0,0,0,0
PRIMARY,TLT,30-Year,2014-02-13,912810RE0,30-Year,30-Year,10959,No,2014-02-05,2014-02-18,16000000000,YES,YES,,2014-02-05,2014-02-12,2014-02-13,2014-02-21,2906,2014,7,2014-02,NO,0,NO,0,0,1,0,0,1,0,0,1,0
PRIMARY,TLT,30-Year,2014-03-13,912810RE0,29-Year 11-Month,30-Year,10931,Yes,2014-03-06,2014-03-17,13000000000,YES,YES,,2014-03-05,2014-03-12,2014-03-13,2014-03-20,2925,2014,11,2014-03,NO,0,YES,-1,0,1,0,0,1,0,0,1,0
PRIMARY,TLT,30-Year,2014-04-10,912810RE0,29-Year 10-Month,30-Year,10903,Yes,2014-04-03,2014-04-15,13000000000,YES,YES,,2014-04-02,2014-04-09,2014-04-10,2014-04-17,2945,2014,15,2014-04,NO,0,YES,-1,0,1,0,0,1,0,0,1,0
PRIMARY,TLT,30-Year,2014-05-08,912810RG5,30-Year,30-Year,10965,No,2014-04-30,2014-05-15,16000000000,YES,YES,,2014-04-30,2014-05-07,2014-05-08,2014-05-15,2964,2014,19,2014-05,NO,0,NO,0,0,1,0,0,1,0,0,0,0
PRIMARY,TLT,30-Year,2014-06-12,912810RG5,29-Year 11-Month,30-Year,10930,Yes,2014-06-05,2014-06-16,13000000000,YES,YES,,2014-06-04,2014-06-11,2014-06-12,2014-06-19,2988,2014,24,2014-06,NO,0,YES,-1,0,1,0,0,1,0,0,1,0
PRIMARY,TLT,30-Year,2014-07-10,912810RG5,29-Year 10-Month,30-Year,10902,Yes,2014-07-03,2014-07-15,13000000000,YES,YES,,2014-07-01,2014-07-09,2014-07-10,2014-07-17,3007,2014,28,2014-07,NO,0,YES,-1,0,1,0,0,1,0,0,0,0
